#
#       site : https://molat.obspm.fr/index.php?page=pages/Molecules/CO-Rostas/view_data.php&fichier=T112C16O.txt
#
#       Table 1A. Absorption lines of 12C16O listed by rotational number (J") of
#                 the lower level.  
#
#       - column no 1 : (" between quotes ") band identification
#       - column no 2 : lower vibrational level
#       - column no 3 : lower rotational  level
#       - column no 4 : wavelength (in nm)
#       - column no 5 : wavenumber (in cm-1)
#       - column no 6 : oscillator strength
#       - column no 7 : upper state reciprocal lifetime (in s-1)
#       - column no 8 : upper state branching ratio towards dissociation
#
#       For more details concerning this table, please refer to page 234 of the paper by
#       Eidelsberg et al.(1991) which can be downloaded from this site. 
#
nb of lines:  3051
"C12O16 29   W'    3P 2-0 P(22)"   0  22   97.9940 102047.07 4.239E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(22)"   0  22   97.9296 102114.16 9.090E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(22)"   0  22   97.8624 102184.26 4.851E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P(22)"   0  22   98.3744 101652.46 2.343E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R(22)"   0  22   98.2147 101817.73 2.454E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P(22)"   0  22   98.6387 101380.04 7.501E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R(22)"   0  22   98.4703 101553.47 7.855E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P(22)"   0  22   99.0448 100964.42 1.076E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q(22)"   0  22   98.9606 101050.33 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R(22)"   0  22   98.8727 101140.10 1.232E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P(22)"   0  22   99.6298 100371.55 2.664E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q(22)"   0  22   99.5654 100436.46 5.712E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R(22)"   0  22   99.4984 100504.15 3.048E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P(22)"   0  22   99.7309 100269.85 1.112E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R(22)"   0  22   99.5664 100435.45 1.165E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P(22)"   0  22  100.4433  99558.67 3.873E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(22)"   0  22  100.2996  99701.28 4.055E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(22)"   0  22  101.2837  98732.54 1.030E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(22)"   0  22  101.2083  98806.14 2.209E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(22)"   0  22  101.1297  98882.90 1.179E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(22)"   0  22  101.8967  98138.61 2.131E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(22)"   0  22  101.7224  98306.77 2.231E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(22)"   0  22  103.0293  97059.75 9.945E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(22)"   0  22  102.9488  97135.65 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(22)"   0  22  102.8487  97230.18 1.139E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(22)"   0  22  104.0761  96083.56 5.105E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(22)"   0  22  103.8916  96254.20 5.347E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(22)"   0  22  105.2562  95006.32 5.764E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(22)"   0  22  105.1620  95091.37 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(22)"   0  22  105.0638  95180.25 6.600E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(22)"   0  22  106.4035  93981.84 1.353E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(22)"   0  22  106.2085  94154.41 1.417E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(22)"   0  22  107.6833  92864.92 8.510E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(22)"   0  22  107.5904  92945.10 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(22)"   0  22  107.4794  93041.12 9.744E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(22)"   0  22  108.8798  91844.40 3.022E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(22)"   0  22  108.6735  92018.74 3.166E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(22)"   0  22  110.0318  90882.84 1.827E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(22)"   0  22  109.8284  91051.15 1.914E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(22)"   0  22  112.4690  88913.43 3.497E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(22)"   0  22  112.2514  89085.72 3.663E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(22)"   0  22  115.1496  86843.56 2.206E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(22)"   0  22  114.9184  87018.27 2.311E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(23)"   0  23   91.3549 109463.26 7.898E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(23)"   0  23   91.2835 109548.83 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(23)"   0  23   91.2094 109637.85 8.989E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(23)"   0  23   91.4536 109345.12 8.209E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(23)"   0  23   91.3109 109516.01 8.579E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(23)"   0  23   91.4217 109383.17 3.927E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(23)"   0  23   91.3506 109468.31 8.396E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(23)"   0  23   91.2769 109556.71 4.470E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(23)"   0  23   91.5135 109273.54 1.316E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(23)"   0  23   91.3788 109434.63 1.375E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(23)"   0  23   91.6548 109105.03 4.632E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(23)"   0  23   91.5814 109192.43 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(23)"   0  23   91.5050 109283.63 5.272E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(23)"   0  23   91.7792 108957.11 3.868E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(23)"   0  23   91.6523 109108.02 4.042E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(23)"   0  23   91.9231 108786.62 5.301E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(23)"   0  23   91.8611 108859.98 1.133E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(23)"   0  23   91.7968 108936.21 6.032E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(23)"   0  23   91.9012 108812.47 1.381E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(23)"   0  23   91.7316 109013.63 1.444E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(23)"   0  23   92.0963 108582.02 1.377E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(23)"   0  23   91.9452 108760.47 1.439E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(23)"   0  23   92.3591 108273.03 3.089E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(23)"   0  23   92.2070 108451.63 3.228E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(23)"   0  23   92.5701 108026.30 2.520E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(23)"   0  23   92.4235 108197.63 2.633E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(23)"   0  23   92.7977 107761.27 3.817E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(23)"   0  23   92.7370 107831.84 8.160E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(23)"   0  23   92.6741 107904.99 4.343E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(23)"   0  23   92.9468 107588.41 1.563E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(23)"   0  23   92.8712 107676.01 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(23)"   0  23   92.7924 107767.39 1.779E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(23)"   0  23   93.1317 107374.81 1.484E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(23)"   0  23   93.0602 107457.28 3.173E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(23)"   0  23   92.9859 107543.21 1.689E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(23)"   0  23   93.3047 107175.77 1.410E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(23)"   0  23   93.2391 107251.18 3.013E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(23)"   0  23   93.1707 107329.83 1.604E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(23)"   0  23   93.5649 106877.71 2.812E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(23)"   0  23   93.5315 106915.86 6.011E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(23)"   0  23   93.4992 106952.73 3.198E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(23)"   0  23   93.2924 107189.84 1.079E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(23)"   0  23   93.1196 107388.83 1.128E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(23)"   0  23   94.0892 106282.15 1.834E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(23)"   0  23   94.0127 106368.63 1.915E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(23)"   0  23   93.8836 106514.89 6.280E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(23)"   0  23   93.7264 106693.57 6.564E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(23)"   0  23   94.0479 106328.81 1.044E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(23)"   0  23   93.8794 106519.63 1.092E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(23)"   0  23   94.3288 106012.21 6.017E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(23)"   0  23   94.2626 106086.64 1.286E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(23)"   0  23   94.1937 106164.26 6.848E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(23)"   0  23   94.7264 105567.22 3.726E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(23)"   0  23   94.5688 105743.17 3.895E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(23)"   0  23   94.9015 105372.43 6.523E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(23)"   0  23   94.8208 105462.13 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(23)"   0  23   94.7367 105555.69 7.426E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(23)"   0  23   95.0753 105179.75 1.077E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(23)"   0  23   94.9110 105361.83 1.126E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(23)"   0  23   95.8804 104296.60 3.144E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(23)"   0  23   95.8167 104365.98 6.722E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(23)"   0  23   95.7505 104438.11 3.578E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(23)"   0  23   96.3539 103784.03 6.002E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(23)"   0  23   96.2942 103848.43 1.283E-04 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 R(23)"   0  23   96.2319 103915.63 6.829E-05 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 P(23)"   0  23   96.5236 103601.65 1.366E-03 3.333E+11 1.000E+00
"C12O16 24   J  4ss1S 1-0 R(23)"   0  23   96.3566 103781.21 1.428E-03 3.333E+11 1.000E+00
"C12O16 25   L  4pp1P 0-0 P(23)"   0  23   96.8880 103211.90 1.810E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 Q(23)"   0  23   96.8031 103302.53 3.870E-03 1.000E+10 1.000E+00
"C12O16 25   L  4pp1P 0-0 R(23)"   0  23   96.7146 103397.05 2.060E-03 1.000E+10 1.000E+00
"C12O16 26   L' 3dp1P 1-0 P(23)"   0  23   97.0318 103058.95 2.898E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 Q(23)"   0  23   96.9546 103141.11 6.195E-03 3.333E+11 1.000E+00
"C12O16 26   L' 3dp1P 1-0 R(23)"   0  23   96.8741 103226.79 3.298E-03 3.333E+11 1.000E+00
"C12O16 27   K  4ps1S 0-0 P(23)"   0  23   97.1348 102949.76 1.027E-02 1.000E+10 1.000E+00
"C12O16 27   K  4ps1S 0-0 R(23)"   0  23   96.9709 103123.68 1.073E-02 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 P(23)"   0  23   97.5440 102517.83 2.815E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 Q(23)"   0  23   97.4793 102585.87 6.018E-03 1.000E+10 1.000E+00
"C12O16 28   W  3ss1P 0-0 R(23)"   0  23   97.4122 102656.51 3.203E-03 1.000E+10 1.000E+00
"C12O16 29   W'    3P 2-0 P(23)"   0  23   98.0142 102026.03 4.251E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 Q(23)"   0  23   97.9469 102096.12 9.089E-04 1.000E+11 1.000E+00
"C12O16 29   W'    3P 2-0 R(23)"   0  23   97.8768 102169.21 4.838E-04 1.000E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 P(23)"   0  23   98.3815 101645.15 2.345E-04 3.333E+11 1.000E+00
"C12O16 30   F  3ds1S 1-0 R(23)"   0  23   98.2148 101817.65 2.451E-04 3.333E+11 1.000E+00
"C12O16 31   J  4ss1S 0-0 P(23)"   0  23   98.6420 101376.69 7.508E-03 1.000E+12 1.000E+00
"C12O16 31   J  4ss1S 0-0 R(23)"   0  23   98.4661 101557.83 7.848E-03 1.000E+12 1.000E+00
"C12O16 32   G  3dp1P 0-0 P(23)"   0  23   99.0470 100962.19 1.079E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 Q(23)"   0  23   98.9590 101051.96 2.307E-04 1.000E+11 1.000E+00
"C12O16 32   G  3dp1P 0-0 R(23)"   0  23   98.8674 101145.59 1.228E-04 1.000E+11 1.000E+00
"C12O16 *    G'    3P 1-0 P(23)"   0  23   99.6529 100348.32 2.671E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 Q(23)"   0  23   99.5857 100416.01 5.710E-06 1.000E+10 1.000E+00
"C12O16 *    G'    3P 1-0 R(23)"   0  23   99.5159 100486.47 3.040E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 4-0 P(23)"   0  23   99.7380 100262.67 1.113E-04 1.000E+12 1.000E+00
"C12O16 *    C  3ps1S 4-0 R(23)"   0  23   99.5663 100435.63 1.164E-04 1.000E+12 1.000E+00
"C12O16 33   F  3ds1S 0-0 P(23)"   0  23  100.4614  99540.70 3.876E-03 3.333E+11 1.000E+00
"C12O16 33   F  3ds1S 0-0 R(23)"   0  23  100.3132  99687.75 4.051E-03 3.333E+11 1.000E+00
"C12O16 34   V     3P 0-0 P(23)"   0  23  101.2986  98718.01 1.033E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 Q(23)"   0  23  101.2199  98794.76 2.209E-05 1.000E+09 1.000E+00
"C12O16 34   V     3P 0-0 R(23)"   0  23  101.1382  98874.63 1.176E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 P(23)"   0  23  101.9028  98132.70 2.133E-05 1.000E+09 1.000E+00
"C12O16 35   C  3ps1S 3-0 R(23)"   0  23  101.7209  98308.26 2.229E-05 1.000E+09 1.000E+00
"C12O16 36   E  3pp1P 2-0 P(23)"   0  23  103.0344  97054.95 9.975E-06 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 Q(23)"   0  23  102.9506  97133.93 2.133E-05 1.000E+10 1.000E+00
"C12O16 36   E  3pp1P 2-0 R(23)"   0  23  102.8459  97232.88 1.136E-05 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 P(23)"   0  23  104.0812  96078.86 5.110E-06 1.000E+10 1.000E+00
"C12O16 *    C  3ps1S 2-0 R(23)"   0  23  103.8885  96257.03 5.342E-06 1.000E+10 1.000E+00
"C12O16 37   E  3pp1P 1-0 P(23)"   0  23  105.2596  95003.23 5.781E-04 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 Q(23)"   0  23  105.1612  95092.12 1.236E-03 1.000E+10 9.800E-01
"C12O16 37   E  3pp1P 1-0 R(23)"   0  23  105.0588  95184.83 6.582E-04 1.000E+10 9.800E-01
"C12O16 38   C  3ps1S 1-0 P(23)"   0  23  106.4078  93978.08 1.354E-03 1.000E+09 6.000E-01
"C12O16 38   C  3ps1S 1-0 R(23)"   0  23  106.2042  94158.27 1.416E-03 1.000E+09 6.000E-01
"C12O16 39   E  3pp1P 0-0 P(23)"   0  23  107.6856  92862.94 8.536E-03 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 Q(23)"   0  23  107.5888  92946.47 1.825E-02 1.000E+09 8.900E-01
"C12O16 39   E  3pp1P 0-0 R(23)"   0  23  107.4727  93046.92 9.719E-03 1.000E+09 8.900E-01
"C12O16 40   C  3ps1S 0-0 P(23)"   0  23  108.8832  91841.50 3.025E-02 1.000E+09 0.000E+00
"C12O16 40   C  3ps1S 0-0 R(23)"   0  23  108.6678  92023.54 3.163E-02 1.000E+09 0.000E+00
"C12O16 41   B  3ss1S 2-0 P(23)"   0  23  110.0388  90877.01 1.829E-05 3.333E+11 1.000E+00
"C12O16 41   B  3ss1S 2-0 R(23)"   0  23  109.8265  91052.73 1.912E-05 3.333E+11 1.000E+00
"C12O16 42   B  3ss1S 1-0 P(23)"   0  23  112.4739  88909.54 3.500E-04 1.000E+08 0.000E+00
"C12O16 42   B  3ss1S 1-0 R(23)"   0  23  112.2468  89089.43 3.660E-04 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 P(23)"   0  23  115.1532  86840.85 2.208E-03 1.000E+08 0.000E+00
"C12O16 43   B  3ss1S 0-0 R(23)"   0  23  114.9118  87023.27 2.309E-03 1.000E+08 0.000E+00
"C12O16 7A         1P 0-0 P(24)"   0  24   91.3602 109456.88 7.919E-04 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 Q(24)"   0  24   91.2859 109545.91 1.689E-03 1.000E+10 1.000E+00
"C12O16 7A         1P 0-0 R(24)"   0  24   91.2090 109638.35 8.967E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 P(24)"   0  24   91.4605 109336.83 8.215E-04 1.000E+10 1.000E+00
"C12O16 7B      5ps1S 1-0 R(24)"   0  24   91.3118 109514.89 8.572E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 P(24)"   0  24   91.4274 109376.37 3.938E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 Q(24)"   0  24   91.3536 109464.77 8.396E-04 1.000E+10 1.000E+00
"C12O16 7C      5pp1P 1-0 R(24)"   0  24   91.2772 109556.36 4.459E-04 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 P(24)"   0  24   91.5243 109260.55 1.317E-02 1.000E+10 1.000E+00
"C12O16 7D         1S 2-0 R(24)"   0  24   91.3843 109427.98 1.374E-02 1.000E+10 1.000E+00
"C12O16 8A      6pp1P 0-0 P(24)"   0  24   91.6586 109100.49 4.645E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 Q(24)"   0  24   91.5821 109191.69 9.904E-04 1.000E+11 1.000E+00
"C12O16 8A      6pp1P 0-0 R(24)"   0  24   91.5025 109286.69 5.260E-04 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 P(24)"   0  24   91.7943 108939.24 3.871E-03 1.000E+11 1.000E+00
"C12O16 8B      6ps1S 0-0 R(24)"   0  24   91.6627 109095.63 4.038E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 P(24)"   0  24   91.9388 108768.04 5.315E-03 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 Q(24)"   0  24   91.8744 108844.27 1.133E-02 1.000E+11 1.000E+00
"C12O16 9A         1P 2-0 R(24)"   0  24   91.8077 108923.32 6.016E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 P(24)"   0  24   91.8957 108818.97 1.383E-03 1.000E+11 1.000E+00
"C12O16 9B      6ss1S 0-0 R(24)"   0  24   91.7190 109028.69 1.443E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 P(24)"   0  24   92.1002 108577.42 1.378E-03 1.000E+11 1.000E+00
"C12O16 9C      5ss1S 1-0 R(24)"   0  24   91.9427 108763.40 1.438E-03 1.000E+11 1.000E+00
"C12O16 10      5ds1S 0-0 P(24)"   0  24   92.3630 108268.49 3.091E-03 3.333E+11 1.000E+00
"C12O16 10      5ds1S 0-0 R(24)"   0  24   92.2044 108454.69 3.225E-03 3.333E+11 1.000E+00
"C12O16 11         1S 1-0 P(24)"   0  24   92.5769 108018.29 2.522E-03 1.000E+11 1.000E+00
"C12O16 11         1S 1-0 R(24)"   0  24   92.4244 108196.53 2.631E-03 1.000E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 P(24)"   0  24   92.8161 107739.90 3.827E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 Q(24)"   0  24   92.7532 107813.05 8.159E-03 3.333E+11 1.000E+00
"C12O16 12   W  3ss1P 3-0 R(24)"   0  24   92.6881 107888.70 4.332E-03 3.333E+11 1.000E+00
"C12O16 13         1P 2-0 P(24)"   0  24   92.9506 107584.07 1.567E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 Q(24)"   0  24   92.8717 107675.45 3.341E-03 1.000E+11 1.000E+00
"C12O16 13         1P 2-0 R(24)"   0  24   92.7897 107770.60 1.774E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 P(24)"   0  24   93.1399 107365.33 1.488E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 Q(24)"   0  24   93.0654 107451.27 3.172E-03 1.000E+11 1.000E+00
"C12O16 14         1P 2-0 R(24)"   0  24   92.9881 107540.65 1.685E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 P(24)"   0  24   93.3191 107159.24 1.413E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 Q(24)"   0  24   93.2506 107237.89 3.013E-03 1.000E+11 1.000E+00
"C12O16 15A     5pp1P 0-0 R(24)"   0  24   93.1795 107319.76 1.600E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 P(24)"   0  24   93.6120 106823.91 2.819E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 Q(24)"   0  24   93.5797 106860.79 6.007E-03 1.000E+11 1.000E+00
"C12O16 15B     5pp1P 0-0 R(24)"   0  24   93.5489 106896.01 3.189E-03 1.000E+11 1.000E+00
"C12O16 15C     5ps1S 0-0 P(24)"   0  24   93.2877 107195.30 1.080E-02 1.000E+10 1.000E+00
"C12O16 15C     5ps1S 0-0 R(24)"   0  24   93.1076 107402.66 1.128E-02 1.000E+10 1.000E+00
"C12O16 16         1S 2-0 P(24)"   0  24   94.1331 106232.53 1.835E-03 3.333E+11 1.000E+00
"C12O16 16         1S 2-0 R(24)"   0  24   94.0533 106322.69 1.913E-03 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 P(24)"   0  24   93.8876 106510.38 6.285E-06 3.333E+11 1.000E+00
"C12O16 *          1S 0-0 R(24)"   0  24   93.7236 106696.67 6.558E-06 3.333E+11 1.000E+00
"C12O16 17   I' 5ss1S 0-0 P(24)"   0  24   94.0466 106330.25 1.045E-02 1.000E+12 1.000E+00
"C12O16 17   I' 5ss1S 0-0 R(24)"   0  24   93.8710 106529.19 1.091E-02 1.000E+12 1.000E+00
"C12O16 18   W  3ss1P 2-0 P(24)"   0  24   94.3443 105994.69 6.033E-03 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 Q(24)"   0  24   94.2753 106072.31 1.286E-02 1.000E+11 1.000E+00
"C12O16 18   W  3ss1P 2-0 R(24)"   0  24   94.2035 106153.13 6.830E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 P(24)"   0  24   94.7316 105561.40 3.729E-03 1.000E+11 1.000E+00
"C12O16 19      4ds1S 0-0 R(24)"   0  24   94.5673 105744.75 3.891E-03 1.000E+11 1.000E+00
"C12O16 20   L  4pp1P 1-0 P(24)"   0  24   94.9035 105370.19 6.541E-04 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 Q(24)"   0  24   94.8193 105463.75 1.395E-03 1.000E+10 1.000E+00
"C12O16 20   L  4pp1P 1-0 R(24)"   0  24   94.7318 105561.15 7.408E-04 1.000E+10 1.000E+00
"C12O16 21   H  4ps1S 1-0 P(24)"   0  24   95.0779 105176.91 1.078E-02 1.000E+12 1.000E+00
"C12O16 21   H  4ps1S 1-0 R(24)"   0  24   94.9066 105366.74 1.125E-02 1.000E+12 1.000E+00
"C12O16 22   W  3ss1P 1-0 P(24)"   0  24   95.9012 104274.03 3.152E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 Q(24)"   0  24   95.8349 104346.17 6.720E-03 3.333E+11 1.000E+00
"C12O16 22   W  3ss1P 1-0 R(24)"   0  24   95.7662 104421.02 3.568E-03 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 P(24)"   0  24   96.3795 103756.49 6.017E-05 3.333E+11 1.000E+00
"C12O16 23   H'    3P 3-0 Q(24)"   0  24   96.3171 103823.69 1.283E-04 3.333E+11 1.000E+00
